MAPNAME,LATITUDE,LONGITUD,ICLEVEL,CONTROL,Degree-seeking Undergraduates,Graduate Students,Tuition & Fees
Houston Community College - Southeast College - Eastside Campus,29.704672,-95.297619,2,1,3839,,4344
Houston Community College - Southwest - Missouri City Campus,29.604336,-95.527078,2,1,3839,,4344
Houston Community College - Northeast College - Northeast Campus,29.778247,-95.258932,2,1,3839,,4344
Houston Community College - Northeast College - Northline Campus,29.834347,-95.376812,2,1,3839,,4344
Houston Community College - Central College - South Campus,29.642527,-95.389536,2,1,3839,,4344
Houston Community College - Northwest College - Spring Branch Campus,29.787224,-95.560417,2,1,3839,,4344
Houston Community College - Southwest - Staffod Campus,29.627281,-95.556189,2,1,3839,,4344
Houston Community College - Southwest - West Loop Campus,29.721719,-95.457681,2,1,3839,,4344
Lee College,29.730775,-94.975432,2,1,10070,,3882
McLennan Community College - Highlander Ranch,31.651022,-97.213542,2,1,3961,,4200
McLennan Community College - Main Campus,31.59009,-97.171272,2,1,3961,,4200
Navarro College - Mexia Campus,31.696033,-96.48759,2,1,2393,,4508
Navarro College - Corsicana Campus,32.080008,-96.502015,2,1,2393,,4508
Navarro College - Waxahachie Campus,32.418182,-96.855824,2,1,2393,,4508
Navarro College - Midlothian Campus,32.462703,-96.982592,2,1,2393,,4508
Lone Star College System - CyFair,29.912874,-95.697035,1,1,10910,,4848
Lone Star College System - Houston,29.939979,-95.405818,1,1,10910,,4848
Lone Star College System - University Park,29.99004,-95.574295,1,1,10910,,4848
Lone Star College System - North Harris,30.009898,-95.377746,1,1,10910,,4848
Lone Star College System - Kingwood,30.05505,-95.259618,1,1,10910,,4848
Lone Star College System - Tomball,30.11511,-95.643037,1,1,10910,,4848
Lone Star College System - Montgomery,30.210698,-95.466942,1,1,10910,,4848
University of North Texas - Main campus,33.237161,-96.964411,1,1,12466,3300,11090
University of North Texas -UNT,33.21077,-97.147769,1,1,12466,3300,11090
University of North Texas -Frisco,33.102603,-96.830318,1,1,12466,3300,11090
Our Lady of the Lake University-San Antonio -,29.426599,-98.544237,1,2,458,655,29926
Our Lady of the Lake University -Houston,29.781152,-95.561464,1,2,458,655,29926
Our Lady of the Lake University -Rio Grande Valley Campus,26.150412,-97.824091,1,2,458,655,29926
St Philip's College - MLK Campus,29.414104,-98.454112,2,1,8032,,6592
St Philip's College - SW Campus,29.381884,-98.550385,2,1,8032,,6592
San Antonio College,29.446615,-98.496401,2,1,24902,,6592
San Jacinto Community College - South Campus,29.581402,-95.206376,1,1,7596,,3240
San Jacinto Community College - North Campus,29.811868,-95.180244,1,1,7596,,3240
San Jacinto Community College - Central Campus,29.656996,-95.116455,1,1,7596,,3240
San Jacinto Community College - Generation Park Campus,29.916489,-95.211191,1,1,7596,,3240
South Plains College - Levelland Campus,33.578388,-102.367481,2,1,9144,,3892
Tarleton State University -Stephenville,32.213923,-98.216091,1,1,2678,542,7790
Tarleton State University -Midlothian,32.462703,-96.982592,1,1,2678,542,7790
Tarleton State University -RELLIS,30.619594,-96.426617,1,1,2678,542,7790
Tarleton State University -Waco,31.59009,-97.171272,1,1,2678,542,7790
Tarleton State University -Fort Worth,32.58149,-97.434236,1,1,2678,542,7790
Tarrant County College District - Southeast Campus,32.63901,-97.071569,2,1,11716,,3402
Tarrant County College District - Northwest Campus,32.831349,-97.392527,2,1,11716,,3402
Tarrant County College District - Northeast Campus,32.847564,-97.190103,2,1,11716,,3402
Tarrant County College District - South Campus,32.667447,-97.289198,2,1,11716,,3402
Tarrant County College District - Trinity River Campus,32.756432,-97.337545,2,1,11716,,3402
Texas A & M University - Galveston campus,29.337013,-94.777882,1,1,28711,8436,12204
Texas A & M University-College Station - Main Campus,30.609093,-96.325984,1,1,28711,8436,12204
Texas Tech University -,33.58444,-101.868365,1,1,4872,1180,11852
Texas Tech University -at Hill College,32.327881,-97.436201,1,1,4872,1180,11852
Texas Tech University -El Paso,31.757416,-106.494712,1,1,4872,1180,11852
Texas Tech University -Fredericksburg,30.223199,-98.736628,1,1,4872,1180,11852
Texas Tech University -Junction,30.472527,-99.778813,1,1,4872,1180,11852
Texas Tech University -Hill country,30.223199,-98.736628,1,1,4872,1180,11852
Tyler Junior College - Rusk Campus,31.80908,-95.157708,1,1,2518,,3864
Tyler Junior College - Jacksonville Campus,31.961126,-95.270679,1,1,2518,,3864
Tyler Junior College - West Campus,32.331757,-95.33936,1,1,2518,,3864
Tyler Junior College - Main Campus,32.334197,-95.285576,1,1,2518,,3864
Tyler Junior College - North Campus,32.519229,-95.409044,1,1,2518,,3864
Wharton County Junior College - Wharton Campus,29.325095,-96.083192,2,1,2002,,3624
Wharton County Junior College - Richmond Campus,29.560503,-95.763152,2,1,2002,,3624
Wharton County Junior College - Sugar Land Campus,29.574327,-95.651992,2,1,2002,,3624
Wharton County Junior College - Bay City Campus,28.962781,-95.970968,2,1,2002,,3624
Utah State University -,41.717722,-111.836493,1,1,838,134,8960
Utah State University -Tremonton,41.719539,-112.171941,1,1,838,134,8960
Utah State University -Brigham City,41.490089,-112.01458,1,1,838,134,8960
Utah State University -Wendover,40.737697,-114.039934,1,1,838,134,8960
Utah State University -Kaysville,40.846498,-111.900327,1,1,838,134,8960
Utah State University -Taylorsville,40.674741,-111.917341,1,1,838,134,8960
Utah State University -Park City,40.721664,-111.537733,1,1,838,134,8960
Utah State University -Tooele,40.530548,-112.324448,1,1,838,134,8960
Utah State University -Heber City,40.54525,-111.413204,1,1,838,134,8960
Utah State University -Orem,40.263573,-111.678406,1,1,838,134,8960
Utah State University -Nephi,39.717003,-111.829601,1,1,838,134,8960
Utah State University -Price,39.608624,-110.807318,1,1,838,134,8960
Utah State University -Ephraim,39.361102,-111.594284,1,1,838,134,8960
Utah State University -Delta,39.36015,-112.568447,1,1,838,134,8960
Utah State University -Bicknell,38.340437,-111.54265,1,1,838,134,8960
Utah State University -Junction,38.244583,-112.223335,1,1,838,134,8960
Utah State University -Beaver,38.27691,-112.64105,1,1,838,134,8960
Utah State University -Richfield,38.765761,-112.09848,1,1,838,134,8960
Utah State University -Vernal,40.447762,-109.56341,1,1,838,134,8960
Utah State University -Panguitch,37.816875,-112.437758,1,1,838,134,8960
Utah State University -Cedar City,37.677591,-113.06407,1,1,838,134,8960
Utah State University -St. George,37.119383,-113.525322,1,1,838,134,8960
Utah State University -Kanab,37.04749,-112.52631,1,1,838,134,8960
Utah State University -Moab,38.5804,-109.54019,1,1,838,134,8960
Utah State University -Monticello,37.873874,-109.338687,1,1,838,134,8960
Utah State University -Blanding,37.622731,-109.488396,1,1,838,134,8960
Utah State University -Montezuma Creek,37.25391,-109.106079,1,1,838,134,8960
Utah State University -Oljato-Monument Valley,37.003449,-110.222829,1,1,838,134,8960
Salt Lake Community College - South City Campus,40.73528,-111.888059,2,1,4532,,4086
Salt Lake Community College - Jordan Campus,40.587675,-111.973973,2,1,4532,,4086
Salt Lake Community College - Herriman Annex,40.515449,-112.032639,2,1,4532,,4086
Salt Lake Community College - Meadowbrook Campus,40.687331,-111.898363,2,1,4532,,4086
Salt Lake Community College - Larry H. Miller Campus,40.574581,-111.901833,2,1,4532,,4086
Salt Lake Community College - Taylorsville Redwood Campus,40.756095,-111.900719,2,1,4532,,4086
Community College of Vermont - Montpelier Campus,44.280819,-72.574288,2,1,350,,6920
Community College of Vermont - Winooski Campus,44.491263,-73.181674,2,1,350,,6920
