State,County,avg_bal,med_bal,avg_inc,med_inc,avg_dti,med_dti,avg_bal_label,med_bal_label,avg_inc_label,med_inc_label,avg_bal_rankNat,med_bal_rankNat,avg_inc_rankNat,med_inc_rankNat,avg_dti_rankNat,med_dti_rankNat,avg_bal_pctNat,med_bal_pctNat,avg_inc_pctNat,med_inc_pctNat,avg_dti_pctNat,med_dti_pctNat,avg_bal_rankState,med_bal_rankState,avg_inc_rankState,med_inc_rankState,avg_dti_rankState,med_dti_rankState,avg_bal_pctState,med_bal_pctState,avg_inc_pctState,med_inc_pctState,avg_dti_pctState,med_dti_pctState,pct_bal_grt,avg_bal_sh_obal,med_bal_sh_obal,pct_bal_grt_label,avg_bal_sh_obal_label,med_bal_sh_obal_label,pct_bal_grt_rankNat,avg_bal_sh_obal_rankNat,med_bal_sh_obal_rankNat,pct_bal_grt_pctNat,avg_bal_sh_obal_pctNat,med_bal_sh_obal_pctNat,pct_bal_grt_rankState,avg_bal_sh_obal_rankState,med_bal_sh_obal_rankState,pct_bal_grt_pctState,avg_bal_sh_obal_pctState,med_bal_sh_obal_pctState,avg_bal_ASIAN,med_bal_ASIAN,avg_inc_ASIAN,med_inc_ASIAN,avg_dti_ASIAN,med_dti_ASIAN,avg_bal_label_ASIAN,med_bal_label_ASIAN,avg_inc_label_ASIAN,med_inc_label_ASIAN,avg_bal_rankNat_ASIAN,med_bal_rankNat_ASIAN,avg_inc_rankNat_ASIAN,med_inc_rankNat_ASIAN,avg_dti_rankNat_ASIAN,med_dti_rankNat_ASIAN,avg_bal_pctNat_ASIAN,med_bal_pctNat_ASIAN,avg_inc_pctNat_ASIAN,med_inc_pctNat_ASIAN,avg_dti_pctNat_ASIAN,med_dti_pctNat_ASIAN,avg_bal_rankState_ASIAN,med_bal_rankState_ASIAN,avg_inc_rankState_ASIAN,med_inc_rankState_ASIAN,avg_dti_rankState_ASIAN,med_dti_rankState_ASIAN,avg_bal_pctState_ASIAN,med_bal_pctState_ASIAN,avg_inc_pctState_ASIAN,med_inc_pctState_ASIAN,avg_dti_pctState_ASIAN,med_dti_pctState_ASIAN,pct_bal_grt_ASIAN,avg_bal_sh_obal_ASIAN,med_bal_sh_obal_ASIAN,pct_bal_grt_label_ASIAN,avg_bal_sh_obal_label_ASIAN,med_bal_sh_obal_label_ASIAN,pct_bal_grt_rankNat_ASIAN,avg_bal_sh_obal_rankNat_ASIAN,med_bal_sh_obal_rankNat_ASIAN,pct_bal_grt_pctNat_ASIAN,avg_bal_sh_obal_pctNat_ASIAN,med_bal_sh_obal_pctNat_ASIAN,pct_bal_grt_rankState_ASIAN,avg_bal_sh_obal_rankState_ASIAN,med_bal_sh_obal_rankState_ASIAN,pct_bal_grt_pctState_ASIAN,avg_bal_sh_obal_pctState_ASIAN,med_bal_sh_obal_pctState_ASIAN,avg_bal_BLACK,med_bal_BLACK,avg_inc_BLACK,med_inc_BLACK,avg_dti_BLACK,med_dti_BLACK,avg_bal_label_BLACK,med_bal_label_BLACK,avg_inc_label_BLACK,med_inc_label_BLACK,avg_bal_rankNat_BLACK,med_bal_rankNat_BLACK,avg_inc_rankNat_BLACK,med_inc_rankNat_BLACK,avg_dti_rankNat_BLACK,med_dti_rankNat_BLACK,avg_bal_pctNat_BLACK,med_bal_pctNat_BLACK,avg_inc_pctNat_BLACK,med_inc_pctNat_BLACK,avg_dti_pctNat_BLACK,med_dti_pctNat_BLACK,avg_bal_rankState_BLACK,med_bal_rankState_BLACK,avg_inc_rankState_BLACK,med_inc_rankState_BLACK,avg_dti_rankState_BLACK,med_dti_rankState_BLACK,avg_bal_pctState_BLACK,med_bal_pctState_BLACK,avg_inc_pctState_BLACK,med_inc_pctState_BLACK,avg_dti_pctState_BLACK,med_dti_pctState_BLACK,pct_bal_grt_BLACK,avg_bal_sh_obal_BLACK,med_bal_sh_obal_BLACK,pct_bal_grt_label_BLACK,avg_bal_sh_obal_label_BLACK,med_bal_sh_obal_label_BLACK,pct_bal_grt_rankNat_BLACK,avg_bal_sh_obal_rankNat_BLACK,med_bal_sh_obal_rankNat_BLACK,pct_bal_grt_pctNat_BLACK,avg_bal_sh_obal_pctNat_BLACK,med_bal_sh_obal_pctNat_BLACK,pct_bal_grt_rankState_BLACK,avg_bal_sh_obal_rankState_BLACK,med_bal_sh_obal_rankState_BLACK,pct_bal_grt_pctState_BLACK,avg_bal_sh_obal_pctState_BLACK,med_bal_sh_obal_pctState_BLACK,avg_bal_LATINO,med_bal_LATINO,avg_inc_LATINO,med_inc_LATINO,avg_dti_LATINO,med_dti_LATINO,avg_bal_label_LATINO,med_bal_label_LATINO,avg_inc_label_LATINO,med_inc_label_LATINO,avg_bal_rankNat_LATINO,med_bal_rankNat_LATINO,avg_inc_rankNat_LATINO,med_inc_rankNat_LATINO,avg_dti_rankNat_LATINO,med_dti_rankNat_LATINO,avg_bal_pctNat_LATINO,med_bal_pctNat_LATINO,avg_inc_pctNat_LATINO,med_inc_pctNat_LATINO,avg_dti_pctNat_LATINO,med_dti_pctNat_LATINO,avg_bal_rankState_LATINO,med_bal_rankState_LATINO,avg_inc_rankState_LATINO,med_inc_rankState_LATINO,avg_dti_rankState_LATINO,med_dti_rankState_LATINO,avg_bal_pctState_LATINO,med_bal_pctState_LATINO,avg_inc_pctState_LATINO,med_inc_pctState_LATINO,avg_dti_pctState_LATINO,med_dti_pctState_LATINO,pct_bal_grt_LATINO,avg_bal_sh_obal_LATINO,med_bal_sh_obal_LATINO,pct_bal_grt_label_LATINO,avg_bal_sh_obal_label_LATINO,med_bal_sh_obal_label_LATINO,pct_bal_grt_rankNat_LATINO,avg_bal_sh_obal_rankNat_LATINO,med_bal_sh_obal_rankNat_LATINO,pct_bal_grt_pctNat_LATINO,avg_bal_sh_obal_pctNat_LATINO,med_bal_sh_obal_pctNat_LATINO,pct_bal_grt_rankState_LATINO,avg_bal_sh_obal_rankState_LATINO,med_bal_sh_obal_rankState_LATINO,pct_bal_grt_pctState_LATINO,avg_bal_sh_obal_pctState_LATINO,med_bal_sh_obal_pctState_LATINO,avg_bal_NATVAM,med_bal_NATVAM,avg_inc_NATVAM,med_inc_NATVAM,avg_dti_NATVAM,med_dti_NATVAM,avg_bal_label_NATVAM,med_bal_label_NATVAM,avg_inc_label_NATVAM,med_inc_label_NATVAM,avg_bal_rankNat_NATVAM,med_bal_rankNat_NATVAM,avg_inc_rankNat_NATVAM,med_inc_rankNat_NATVAM,avg_dti_rankNat_NATVAM,med_dti_rankNat_NATVAM,avg_bal_pctNat_NATVAM,med_bal_pctNat_NATVAM,avg_inc_pctNat_NATVAM,med_inc_pctNat_NATVAM,avg_dti_pctNat_NATVAM,med_dti_pctNat_NATVAM,avg_bal_rankState_NATVAM,med_bal_rankState_NATVAM,avg_inc_rankState_NATVAM,med_inc_rankState_NATVAM,avg_dti_rankState_NATVAM,med_dti_rankState_NATVAM,avg_bal_pctState_NATVAM,med_bal_pctState_NATVAM,avg_inc_pctState_NATVAM,med_inc_pctState_NATVAM,avg_dti_pctState_NATVAM,med_dti_pctState_NATVAM,pct_bal_grt_NATVAM,avg_bal_sh_obal_NATVAM,med_bal_sh_obal_NATVAM,pct_bal_grt_label_NATVAM,avg_bal_sh_obal_label_NATVAM,med_bal_sh_obal_label_NATVAM,pct_bal_grt_rankNat_NATVAM,avg_bal_sh_obal_rankNat_NATVAM,med_bal_sh_obal_rankNat_NATVAM,pct_bal_grt_pctNat_NATVAM,avg_bal_sh_obal_pctNat_NATVAM,med_bal_sh_obal_pctNat_NATVAM,pct_bal_grt_rankState_NATVAM,avg_bal_sh_obal_rankState_NATVAM,med_bal_sh_obal_rankState_NATVAM,pct_bal_grt_pctState_NATVAM,avg_bal_sh_obal_pctState_NATVAM,med_bal_sh_obal_pctState_NATVAM,avg_bal_WHITE,med_bal_WHITE,avg_inc_WHITE,med_inc_WHITE,avg_dti_WHITE,med_dti_WHITE,avg_bal_label_WHITE,med_bal_label_WHITE,avg_inc_label_WHITE,med_inc_label_WHITE,avg_bal_rankNat_WHITE,med_bal_rankNat_WHITE,avg_inc_rankNat_WHITE,med_inc_rankNat_WHITE,avg_dti_rankNat_WHITE,med_dti_rankNat_WHITE,avg_bal_pctNat_WHITE,med_bal_pctNat_WHITE,avg_inc_pctNat_WHITE,med_inc_pctNat_WHITE,avg_dti_pctNat_WHITE,med_dti_pctNat_WHITE,avg_bal_rankState_WHITE,med_bal_rankState_WHITE,avg_inc_rankState_WHITE,med_inc_rankState_WHITE,avg_dti_rankState_WHITE,med_dti_rankState_WHITE,avg_bal_pctState_WHITE,med_bal_pctState_WHITE,avg_inc_pctState_WHITE,med_inc_pctState_WHITE,avg_dti_pctState_WHITE,med_dti_pctState_WHITE,pct_bal_grt_WHITE,avg_bal_sh_obal_WHITE,med_bal_sh_obal_WHITE,pct_bal_grt_label_WHITE,avg_bal_sh_obal_label_WHITE,med_bal_sh_obal_label_WHITE,pct_bal_grt_rankNat_WHITE,avg_bal_sh_obal_rankNat_WHITE,med_bal_sh_obal_rankNat_WHITE,pct_bal_grt_pctNat_WHITE,avg_bal_sh_obal_pctNat_WHITE,med_bal_sh_obal_pctNat_WHITE,pct_bal_grt_rankState_WHITE,avg_bal_sh_obal_rankState_WHITE,med_bal_sh_obal_rankState_WHITE,pct_bal_grt_pctState_WHITE,avg_bal_sh_obal_pctState_WHITE,med_bal_sh_obal_pctState_WHITE
NM,35013,26459.198554007,14341.265,24607.4941138003,23767,1.16233277267938,0.645471230203329,"$26,459","$14,341","$24,607","$23,767",1391,1651,2091,2175,585,704,49th,39th,23rd,20th,78th,74th,7,10,12,15,7,6,76th,65th,57th,46th,76th,80th,0.653628857018688,1.06760802690583,1.0501,65.34%,106.81%,105.05%,696,628,804,75th,78th,71st,11,11,10,64th,64th,67th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23951.2462414579,14375.65,21559.5844999092,20360.0257150247,1.21041910374782,0.693849688998283,"$23,951","$14,376","$21,560","$20,360",212,158,307,322,130,125,52nd,64th,31st,27th,71st,72nd,8,9,16,14,5,5,66th,61st,28th,38th,80th,80th,0.656501726121979,1.08073162291169,1.05505,65.67%,108.02%,105.49%,194,121,168,60th,75th,65th,7,7,9,72nd,72nd,63rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34614.6879259259,14293.51,34518.8446360088,36494.6764597736,1.00596314794572,0.427463352723732,"$34,615","$14,294","$34,519","$36,495",444,1628,584,429,876,1923,82nd,36th,77th,83rd,65th,24th,7,10,9,5,8,12,68th,52nd,57th,78th,63rd,42nd,0.644760213143872,1.02790559566787,1.03575,64.46%,102.74%,103.62%,588,1038,930,78th,61st,65th,9,14,13,63rd,40th,45th
NM,35015,19047.1212857143,10023.13,32960.3484581009,33647.276412338,0.61947441167187,0.273267559396086,"$19,047","$10,023","$32,960","$33,647",2332,2402,667,597,2491,2659,14th,12th,75th,78th,8th,2nd,20,23,5,4,25,26,26th,15th,84th,88th,7th,3rd,0.592105263157895,1.04010582959641,1.058,59.18%,104.06%,105.82%,1212,1035,630,57th,63rd,78th,20,17,8,32nd,42nd,76th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14002.6575862069,9956.27,26807.1922842489,26078,0.571497216665396,0.337723400792144,"$14,003","$9,956","$26,807","$26,078",403,342,162,175,413,412,9th,23rd,63rd,60th,7th,7th,19,18,7,7,20,20,14th,19th,71st,71st,9th,9th,0.579545454545455,1.014025,1.06315,57.97%,101.42%,106.26%,316,341,127,34th,29th,73rd,16,16,6,31st,31st,77th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22615.1565853659,10089.99,37312.5808737523,33647.276412338,0.653409500822791,0.25767302305066,"$22,615","$10,090","$37,313","$33,647",1814,2269,364,680,2212,2489,28th,11th,85th,73rd,13th,2nd,14,16,4,10,16,17,31st,21st,84th,52nd,21st,15th,0.6,1.05710666666667,1.0571,59.95%,105.71%,105.71%,944,607,526,65th,77th,80th,12,8,8,50th,68th,68th
NM,35017,31825.452972973,18966.96,20735.5113998566,19975.3616095132,1.52648338425517,0.967554607535363,"$31,825","$18,967","$20,736","$19,975",682,689,2527,2535,191,124,75th,74th,7th,7th,93rd,95th,4,2,22,20,2,1,88th,96th,19th,26th,96th,100th,0.79375,1.10348375,1.08185,79.42%,110.33%,108.13%,143,298,273,95th,89th,90th,5,6,6,85th,82nd,82nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700.3069230769,16288.295,19634.8788867887,19975.3616095132,1.29568792902107,0.880387483409297,"$24,700","$16,288","$19,635","$19,975",192,105,340,329,106,47,57th,76th,23rd,26th,76th,89th,5,4,17,15,2,2,80th,85th,23rd,33rd,95th,95th,0.835051546391753,1.15203402061856,1.1028,83.49%,115.17%,110.33%,30,32,36,93rd,93rd,92nd,2,2,3,95th,95th,90th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48666.7072727273,23414.04,23337.0064307443,24021.7817259318,2.0719999148085,0.974700389302275,"$48,667","$23,414","$23,337","$24,022",51,188,2284,2156,35,97,98th,92nd,10th,15th,98th,96th,1,3,16,16,2,2,100th,89th,21st,21st,94th,94th,0.73015873015873,1.02873174603175,1.0604,73.04%,102.85%,106.04%,232,1025,452,91st,62nd,83rd,6,13,7,77th,45th,72nd
NM,35023,17119.928,12322.12,22611.4817855754,23797.108664947,0.7373064864562,0.591470046262984,"$17,120","$12,322","$22,611","$23,797",2486,2058,2365,2169,2164,1005,9th,24th,13th,20th,20th,63rd,25,16,18,14,21,10,7th,42nd,34th,50th,23rd,65th,0.75,1.05848333333333,1.0347,75.02%,105.82%,103.51%,243,744,1132,91st,74th,60th,7,12,19,78th,60th,35th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.08589,1.0418,79.97%,108.57%,104.17%,102,335,793,96th,87th,70th,3,6,12,90th,77th,50th
NM,35025,21793.42,12357.94,33593.2715848305,30352.5,0.763787899693334,0.383827884261382,"$21,793","$12,358","$33,593","$30,352",2002,2055,593,1117,2076,2356,26th,24th,78th,59th,24th,13th,16,15,4,6,18,24,42nd,46th,88th,80th,34th,11th,0.480891719745223,0.950831803278689,1,48.07%,95.04%,99.99%,2195,2314,2317,23rd,19th,19th,26,27,26,10th,7th,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22760.3446875,12429.575,28011.3513460545,27182.2169338382,0.88375911648116,0.46828130550632,"$22,760","$12,430","$28,011","$27,182",241,244,133,144,274,317,46th,45th,70th,67th,38th,28th,11,15,5,4,13,18,52nd,33rd,80th,85th,42nd,19th,0.438053097345133,0.920101376146789,1,43.78%,91.96%,99.99%,430,445,424,11th,8th,12th,21,21,21,9th,9th,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18980.5481818182,10023.605,49831.5850067242,47667,0.414780723583293,0.228161782032701,"$18,981","$10,024","$49,832","$47,667",2197,2278,50,73,2511,2513,13th,10th,98th,97th,1st,1st,18,17,2,2,19,19,10th,15th,94th,94th,5th,5th,0.590909090909091,1.02783448275862,1.0251,59.07%,102.74%,102.52%,1025,1040,1198,62nd,61st,55th,14,15,15,40th,36th,36th
NM,35027,25602.9595,11511.695,23488.196178416,23903.9345084876,1.10189091087941,0.507836474939231,"$25,603","$11,512","$23,488","$23,904",1508,2212,2266,2149,753,1554,44th,19th,17th,21st,72nd,43rd,9,21,14,12,10,15,69th,23rd,50th,57th,65th,46th,0.825396825396825,1.1275064516129,1.1054,82.50%,112.75%,110.55%,80,192,119,97th,93rd,95th,3,4,3,92nd,89th,92nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23375.0416666667,9938.6,19570.4729582279,19570.4729582279,1.19440351373007,0.507836474939231,"$23,375","$9,939","$19,570","$19,570",224,345,343,335,137,277,49th,22nd,23rd,24th,69th,37th,9,19,18,16,6,14,61st,14th,19th,28th,76th,38th,1,1.26499583333333,1.14215,99.99%,126.50%,114.18%,4,8,16,99th,98th,96th,1,1,1,100th,100th,100th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26557.7814285714,18795.515,25167.2204156395,25695.671119169,1.06224265251484,0.762132069218099,"$26,558","$18,796","$25,167","$25,696",1334,734,2042,1941,697,264,47th,71st,19th,23rd,72nd,89th,9,6,14,14,5,4,57th,73rd,31st,31st,78th,84th,0.717948717948718,1.04067105263158,1.0842,71.83%,104.06%,108.46%,260,847,207,90th,68th,92nd,7,10,5,72nd,59th,81st
NM,35028,35162.078,26892.62,65853.4944751728,65858.275455938,0.556436107034276,0.438376191907967,"$35,162","$26,893","$65,853","$65,858",368,60,3,4,2577,2048,86th,97th,99th,99th,5th,25th,2,1,1,1,26,20,96th,100th,100th,100th,3rd,26th,0.459627329192547,0.965068322981366,1,45.98%,96.47%,99.99%,2319,2176,2317,18th,23rd,19th,27,26,26,7th,10th,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35162.078,26892.62,65853.4944751728,65858.275455938,0.556436107034276,0.438376191907967,"$35,162","$26,893","$65,853","$65,858",404,70,10,9,2386,1854,84th,97th,99th,99th,6th,27th,6,1,1,1,18,11,73rd,100th,100th,100th,10th,47th,0.459627329192547,0.965068322981366,1,45.98%,96.47%,99.99%,2147,1986,2140,20th,26th,20th,22,21,22,4th,9th,6th
NM,35029,30470.0066666667,13062.35,18042.8029553399,17370.10272244,1.70390323347867,0.761979322565554,"$30,470","$13,062","$18,043","$17,370",842,1913,2629,2617,131,349,69th,30th,3rd,4th,95th,87th,5,12,26,26,1,4,84th,57th,3rd,3rd,100th,88th,0.730964467005076,1.08325126903553,1.058,73.15%,108.35%,105.82%,301,462,630,89th,83rd,78th,8,9,8,75th,71st,76th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30470.0066666667,13062.35,18042.8029553399,17370.10272244,1.70390323347867,0.761979322565554,"$30,470","$13,062","$18,043","$17,370",91,216,360,361,48,85,79th,51st,19th,19th,89th,81st,2,12,20,20,1,3,95th,47th,9th,9th,100th,90th,0.730964467005076,1.08325126903553,1.058,73.15%,108.35%,105.82%,87,116,156,82nd,76th,67th,4,6,7,86th,77th,72nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35031,27201.7252475248,12102.44,22938.8008447677,18007,1.24598523683871,0.630117907257181,"$27,202","$12,102","$22,939","$18,007",1274,2107,2324,2605,443,773,53rd,23rd,15th,4th,83rd,71st,6,19,17,25,6,7,80th,30th,38th,7th,80th,76th,0.754756871035941,1.11577494600432,1.106,75.46%,111.54%,110.55%,231,232,116,91st,91st,95th,6,5,2,82nd,85th,96th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27510.9525675676,12926.72,18352.0802351975,16510.8679748465,1.4296083302838,0.766561823334343,"$27,511","$12,927","$18,352","$16,511",8,7,21,21,5,6,72nd,76th,20th,20th,84th,80th,1,1,4,4,1,1,100th,100th,25th,25th,100th,100th,0.781609195402299,1.11154739884393,1.10215,78.21%,111.10%,110.22%,13,14,9,72nd,70th,81st,2,2,2,85th,85th,85th,26354.2133333333,9103.34,35509.812885812,35466.2538395168,0.742721943692897,0.256676107975548,"$26,354","$9,103","$35,510","$35,466",1358,2381,485,507,1940,2491,46th,6th,81st,80th,23rd,2nd,11,18,6,7,13,18,47th,10th,73rd,68th,36th,10th,0.68,1.12827692307692,1.1463,67.98%,112.86%,114.62%,384,147,35,85th,94th,98th,8,4,1,68th,86th,100th
NM,35035,17838.1495402299,9109.07,25134.2894869589,23863.5389872124,0.750380505585171,0.458118439105169,"$17,838","$9,109","$25,134","$23,864",2429,2526,2021,2160,2122,1927,11th,7th,26th,21st,22nd,29th,22,24,10,13,20,19,19th,11th,65th,53rd,26th,30th,0.508417508417509,0.965070408163265,1.0027,50.82%,96.47%,100.32%,1959,2175,2102,31st,23rd,26th,25,25,25,14th,14th,14th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13151.3185185185,7448.1,16250.4764643221,14508.2060984063,0.854747356600087,0.513371532598931,"$13,151","$7,448","$16,250","$14,508",414,414,372,385,290,269,7th,7th,16th,13th,35th,39th,20,20,21,21,16,13,9th,9th,4th,4th,28th,42nd,0.65625,1.0078890625,1.0369,65.67%,100.76%,103.73%,195,360,263,59th,25th,45th,8,17,16,68th,27th,31st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19947.2235,10243.285,29132.0053471454,29623.8292834238,0.703415422628459,0.444893224944977,"$19,947","$10,243","$29,132","$29,624",2107,2256,1386,1320,2084,1809,17th,11th,45th,48th,18th,29th,17,15,12,12,15,10,15th,26th,42nd,42nd,26th,52nd,0.467811158798283,0.953155652173913,1,46.75%,95.37%,99.99%,2086,2114,2140,22nd,21st,20th,20,22,22,13th,4th,6th
NM,35039,17300.9345833333,11928.13,24775.2291566231,23329.040709199,0.679521269281063,0.465537285196835,"$17,301","$11,928","$24,775","$23,329",2472,2136,2072,2232,2339,1873,9th,21st,24th,18th,14th,31st,24,20,11,16,23,17,11th,26th,61st,42nd,15th,38th,0.602739726027397,1.0118301369863,1.02,60.28%,101.20%,101.97%,1112,1497,1548,61st,47th,45th,18,22,24,39th,25th,17th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18069.500952381,12049.91,24530.7914913443,21794.0814183979,0.712298489202777,0.485321362003968,"$18,070","$12,050","$24,531","$21,794",343,263,222,289,370,297,23rd,41st,50th,35th,17th,33rd,18,16,8,10,18,16,19th,28th,66th,57th,19th,28th,0.569230769230769,1.00678923076923,1.02,56.87%,100.65%,101.97%,331,363,350,31st,25th,27th,18,18,20,22nd,22nd,13th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,1.0527875,1.0392,87.45%,105.27%,103.95%,7,24,30,86th,47th,34th,1,4,4,100th,57th,57th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM,35041,25336.9942105263,8144.39,19853.8585186149,19402.2616941602,1.29549140704716,0.436761021450419,"$25,337","$8,144","$19,854","$19,402",1552,2592,2574,2568,396,2064,43rd,5th,5th,6th,85th,24th,11,26,24,22,4,21,61st,3rd,11th,19th,88th,23rd,0.621428571428571,1.07180447761194,1.048,62.15%,107.14%,104.83%,943,582,854,67th,79th,70th,14,10,11,53rd,67th,64th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24545.685,7513.05,20142.4974037996,19402.2616941602,1.21745181280954,0.411310380294052,"$24,546","$7,513","$20,142","$19,402",1593,2463,2491,2501,347,2017,37th,3rd,2nd,1st,86th,20th,12,19,18,18,3,13,42nd,5th,10th,10th,89th,36th,0.623188405797102,1.07203106060606,1.048,62.37%,107.25%,104.83%,745,445,682,72nd,83rd,74th,11,7,9,54th,72nd,63rd
NM,35043,25354.1919615385,13497.41,33815.0153624376,34665.7524074807,0.762653951074975,0.372774245208935,"$25,354","$13,497","$33,815","$34,666",1549,1823,566,493,2083,2409,43rd,33rd,79th,82nd,23rd,11th,10,11,3,2,19,25,65th,61st,92nd,96th,30th,7th,0.582304526748971,1.02194638297872,1.039,58.19%,102.19%,103.95%,1288,1326,1027,55th,53rd,64th,22,21,16,25th,28th,46th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24390.7139506173,15437.76,31438.6630772914,32892.621734013,0.769378014750026,0.474305146539224,"$24,391","$15,438","$31,439","$32,893",201,124,62,43,343,309,55th,72nd,86th,90th,23rd,30th,6,6,1,2,17,17,76th,76th,100th,95th,23rd,23rd,0.608955223880597,1.04721775700935,1.046,60.94%,104.72%,104.61%,266,231,220,45th,52nd,54th,14,9,11,40th,63rd,54th,12005.02,12922.42,25440.875,25754,0.489693315130686,0.566629181988813,"$12,005","$12,922","$25,441","$25,754",22,8,7,7,22,11,16th,72nd,76th,76th,16th,60th,3,2,1,1,3,2,50th,75th,100th,100th,50th,75th,0.41025641025641,1.01098571428571,0.982,41.03%,101.09%,98.23%,39,30,39,13th,34th,13th,7,5,7,14th,42nd,14th,26435.0989473684,12924.81,35332.4285670945,36148.0825409375,0.772238956512842,0.358007645850271,"$26,435","$12,925","$35,332","$36,148",1350,1874,502,458,1835,2271,47th,26th,80th,82nd,28th,11th,10,11,7,6,12,16,52nd,47th,68th,73rd,42nd,21st,0.578595317725752,1.00871267123288,1.03445,57.86%,100.87%,103.40%,1136,1362,956,57th,49th,64th,16,18,14,31st,22nd,40th
